ID,label
2346,neutral
2347,neutral
2348,positive
2349,neutral
2350,positive
2351,neutral
2352,neutral
2353,negative
2354,positive
2355,negative
2356,neutral
2357,negative
2358,neutral
2359,negative
2360,negative
2361,neutral
2362,negative
2363,negative
2364,neutral
2365,positive
2366,positive
2367,neutral
2368,negative
2369,positive
2370,neutral
2371,negative
2372,neutral
2373,neutral
2374,neutral
2375,neutral
2376,positive
2377,neutral
2378,positive
2379,positive
2380,positive
2381,negative
2382,negative
2383,neutral
2384,negative
2385,positive
2386,negative
2387,negative
2388,positive
2389,negative
2390,negative
2391,neutral
2392,positive
2393,negative
2394,negative
2395,negative
2396,neutral
2397,neutral
2398,neutral
2399,negative
2400,positive
2401,negative
2402,neutral
2403,positive
2404,negative
2405,positive
2406,positive
2407,positive
2408,positive
2409,negative
2410,neutral
2411,positive
2412,neutral
2413,positive
2414,positive
2415,neutral
2416,negative
2417,neutral
2418,negative
2419,positive
2420,negative
2421,positive
2422,positive
2423,positive
2424,positive
2425,positive
2426,neutral
2427,neutral
2428,negative
2429,positive
2430,positive
2431,neutral
2432,neutral
2433,neutral
2434,positive
2435,negative
2436,negative
2437,negative
2438,positive
2439,positive
2440,neutral
2441,negative
2442,positive
2443,positive
2444,neutral
2445,positive
2446,positive
2447,neutral
2448,neutral
2449,neutral
2450,negative
2451,neutral
2452,positive
2453,neutral
2454,neutral
2455,positive
2456,neutral
2457,negative
2458,negative
2459,positive
2460,negative
2461,negative
2462,neutral
2463,neutral
2464,positive
2465,negative
2466,positive
2467,negative
2468,neutral
2469,neutral
2470,neutral
2471,negative
2472,neutral
2473,neutral
2474,negative
2475,neutral
2476,neutral
2477,negative
2478,neutral
2479,positive
2480,neutral
2481,neutral
2482,neutral
2483,neutral
2484,positive
2485,positive
2486,positive
2487,positive
2488,positive
2489,positive
2490,negative
2491,negative
2492,neutral
2493,neutral
2494,neutral
2495,positive
2496,neutral
2497,positive
2498,negative
2499,neutral
2500,neutral
2501,positive
2502,neutral
2503,positive
2504,positive
2505,positive
2506,negative
2507,neutral
2508,positive
2509,neutral
2510,negative
2511,positive
2512,positive
2513,positive
2514,neutral
2515,neutral
2516,positive
2517,negative
2518,positive
2519,positive
2520,negative
2521,positive
2522,negative
2523,neutral
